,A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
856,,,,0.63,,,,11.32,,,,,,,,0.14,2.190149458971443,2.38486128269176,0.2318,MBA,2675.257813795588,0.0,34356.0,15.03,0.7,8.843967,0.08890344123444426,2457000.5,20141209.0,57000.0,J2000,,,1920-09-17,857 Glasenappia (1916 S33),5.301087129436629,a0000857,2014-10-10,50.74017891157629,0.989188,384.96229396,0.304083912714525,,,1457.0,Glasenappia,N,82.96710130442099,JPL 49,857.0,1183.883740465972,3.24129703070766,N,,0.0,Otto Matic,0.0,1916 S33,1.995437635251125,0.51498,8.23,-3257763456716840.0,0.0,6.8707e-09,7.4815e-09,4.3679e-08,4.2145e-06,2.3492e-05,1.4309e-09,5.2094e-05,5.5709e-06,9.5559e-08,7.6997e-05,5.6398e-05,?,,MU,2000857.0,3.663,2456833.6375755505,20140625.1375756,,238.6410571027138
857,,,,,,,,10.3,,,,,,,,,2.810647130006124,3.096047077741777,0.3197,MBA,2642.1299343665864,0.0,38576.0,23.51,2.6,10.320647,0.1015424329467612,2457000.5,20141209.0,57000.0,J2000,,,1908-10-27,858 El Djezair (1916 a),8.873652661602902,a0000858,2014-06-09,336.9308451707311,1.51332,588.9387444,0.2091676837927693,,,1354.0,El Djezair,N,67.20768459735037,JPL 13,858.0,1721.107168527363,4.71213461609134,N,,0.0,Otto Matic,0.0,1916 a,2.52524718227047,0.54674,22.31,-1.2468106204979956e+16,0.0,1.4229e-08,1.5674e-08,4.3748e-08,5.1095e-06,2.4651e-05,1.5884e-09,3.161e-05,1.307e-05,1.2553e-07,0.00011807,3.9332e-05,?,,S,2000858.0,3.296,2457110.790243746,20150329.2902437,,178.9590684068811
858,,,,,,,,9.6,,,,,,,,,3.226811061132522,3.568219086248352,0.0467,OMB,2632.2838840026443,0.0,35835.0,73.97,2.0,11.336257,0.1058035375012023,2457000.5,20141209.0,57000.0,J2000,,,1916-09-21,859 Bouzareah (1916 c),13.51035852035077,a0000859,2014-11-01,339.765667880541,1.89858,738.8703786,0.1700371309300911,,,1048.0,Bouzareah,N,35.81591648745631,JPL 50,859.0,2117.184629209075,5.79653560358405,N,,0.0,Otto Matic,0.0,1916 c,2.885403036016693,0.55576,23.2,-3.883376174058391e+17,0.0,2.178e-08,2.4085e-08,4.7534e-08,6.2426e-06,2.0529e-05,1.7216e-09,1.7279e-05,2.1436e-05,1.5183e-07,0.00012087,2.6251e-05,?,,,2000859.0,3.135,2457119.4994915156,20150406.9994915,,18.22620827503668
859,,,,0.658,,,,10.26,,,,,,,,0.205,2.797023787967256,3.094166208841873,0.1618,MBA,2641.166785134916,0.0,40823.0,29.32,1.6,10.733421,0.1062352140703696,2457000.5,20141209.0,57000.0,J2000,,,1903-01-18,860 Ursina (1917 BD),13.32139644825251,a0000860,2014-10-25,123.0032397264511,1.49239,580.7934163,0.2106977189917821,,,1201.0,Ursina,N,309.4584202105077,JPL 16,860.0,1708.608910066279,4.67791624932588,N,,3306545680879207.5,Otto Matic,238076993986002.1,1917 BD,2.499881367092638,0.52362,9.386,4.73129121669326e+16,132.0783392567458,1.4848e-08,1.6425e-08,3.6055e-08,3.6662e-06,2.3077e-05,1.6777e-09,2.2861e-05,1.3605e-05,1.0237e-07,0.00010885,3.2454e-05,X,X,M,2000860.0,3.279,2456416.709912879,20130504.2099129,,20.09511174794099
860,,,,,,,,9.6,,,,,,,,,3.140176545137074,3.462444204451465,0.0571,MBA,2634.679689619848,0.0,39717.0,66.85,3.7,10.733099,0.1026272423483515,2457000.5,20141209.0,57000.0,J2000,,,1906-01-24,861 Aida (1917 BE),8.049450405955426,a0000861,2014-10-21,18.14765019627033,1.80494,702.4284998,0.1771221910008791,,,1352.0,Aida,N,115.0380852967602,JPL 23,861.0,2032.495182933985,5.56466853643802,N,,0.0,Otto Matic,0.0,1917 BE,2.817908885822682,0.53957,10.95,-2.8664663007851856e+17,0.0,1.7973e-08,1.9818e-08,3.8514e-08,4.5684e-06,2.2653e-05,1.5207e-09,3.3306e-05,1.745e-05,1.2456e-07,0.00012779,4.0092e-05,?,,,2000861.0,3.187,2456898.0416344292,20140828.5416344,,194.1069158792731
861,,,,,,,,9.8,,,,,,,,,2.803004753331226,3.026708091807385,0.1368,MBA,2640.4166829335336,0.0,40825.0,27.26,1.4,10.947175,0.07980840496624188,2457000.5,20141209.0,57000.0,J2000,,,1903-01-22,862 Franzia (1917 BF),13.89956996830309,a0000862,2014-10-31,354.1900965213331,1.62294,631.5995598,0.2100237083852722,,,1116.0,Franzia,N,300.1470301175629,JPL 10,862.0,1714.092198294147,4.69292867431662,N,,3.592985633507185e-39,Otto Matic,2.5357774100309403e-40,1917 BF,2.579301414855066,0.51368,7.52,-2.633658469360766e+16,7.18597126701437e-51,1.6059e-08,1.7341e-08,4.3913e-08,5.8921e-06,3.7315e-05,1.8049e-09,2.2893e-05,1.4731e-05,1.2341e-07,0.0001777,4.2575e-05,S,S,,2000862.0,3.277,2457028.16308396,20150105.663084,,120.6972449644897
862,,,,1.077,,,,9.02,,,,,,,,0.633,3.202644838916241,3.299210919812772,0.5952,OMB,2631.503828954181,0.0,35473.0,27.06,1.5,13.601548,0.03015197930258439,2457000.5,20141209.0,57000.0,J2000,,,1917-02-09,863 Benkoela (1917 BH),25.42049187657081,a0000863,2014-03-25,310.8735045191632,2.16132,841.1209044,0.171965332712357,,,969.0,Benkoela,N,116.9599535679469,JPL 7,863.0,2093.445198063059,5.73154058333486,N,,0.0,Otto Matic,0.0,1917 BH,3.106078758019709,0.53268,7.03,-2.5761151851727876e+16,0.0,3.3084e-08,3.4081e-08,6.3624e-08,6.9906e-06,0.00011129,2.6646e-09,1.6176e-05,3.2438e-05,1.9607e-07,0.00064823,0.00011081,A,A,A,2000863.0,3.041,2457286.1767390613,20150920.6767391,,94.46431119641818
863,,,,0.904,,,,12.87,,,,,,,,0.534,2.208923020991148,2.629446341831267,,MBA,2693.009796467352,0.0,33996.0,,,8.380208,0.1903748192417449,2457000.5,20141209.0,57000.0,J2000,9.151227486221252,,1921-09-30,864 Aase (A921 SB),5.448916224955041,a0000864,2014-10-28,147.4496952748363,0.784771,305.40933007,0.3002155628598303,,,1376.0,Aase,N,163.1533012993039,JPL 12,864.0,1199.138367680436,3.28306192383418,N,,0.0,Otto Matic,0.0,A921 SB,1.788399700151029,0.53381,3.2329,-735327248933442.8,0.0,6.1976e-09,7.3775e-09,5.961e-08,5.9259e-06,1.1978e-05,1.2635e-09,5.2886e-05,5.0466e-06,1.3072e-07,3.9104e-05,5.4202e-05,?,,S,2000864.0,3.629,2456509.353925259,20130804.8539253,,193.9935453613525
864,,,,,,,,11.6,,,,,,,,,2.417225400216628,2.887250174759115,0.0972,MBA,2657.000518565481,0.0,38426.0,17.77,1.1,9.594807,0.1944480537480547,2457000.5,20141209.0,57000.0,J2000,,,1908-11-29,865 Zubaida (1917 BO),13.34112164373667,a0000865,2014-02-12,27.76210592574895,0.996591,387.84331947,0.2622577616047564,,,1150.0,Zubaida,N,177.0732250984748,JPL 12,865.0,1372.69531241767,3.75823494159526,N,,0.0,Otto Matic,0.0,1917 BO,1.947200625674142,0.53742,11.3533,-5383997989480879.0,0.0,9.7813e-09,1.1683e-08,4.4301e-08,5.8567e-06,1.5238e-05,1.5918e-09,2.2341e-05,8.3319e-06,1.0727e-07,5.7862e-05,2.622e-05,?,,,2000865.0,3.454,2456894.641909258,20140825.1419093,,301.5616238972133
865,,,,,,,,9.5,,,,,,,,,3.123408818016212,3.296299137445648,0.0473,MBA,2634.1903362591893,0.0,35659.0,88.31,2.0,10.975955,0.05535308680444991,2457000.5,20141209.0,57000.0,J2000,,,1917-03-16,866 Fatme (1917 BQ),8.64894481125193,a0000866,2014-11-01,41.6415461104252,1.96015,762.8315755,0.1785503993156954,,,1362.0,Fatme,N,91.29377783418583,JPL 26,866.0,2016.237439847351,5.52015726173128,N,,9.034669775556632e+16,Otto Matic,6344572409551969.0,1917 BQ,2.950518498586776,0.57851,20.03,1.2927586030944876e+18,131.72951681295947,1.765e-08,1.8627e-08,4.0004e-08,4.9127e-06,4.4402e-05,1.5134e-09,3.3085e-05,1.709e-05,1.2342e-07,0.00024831,5.4672e-05,X,X,,2000866.0,3.195,2456767.2798768864,20140419.7798769,,259.2200572726351
866,,,,,,,,11.4,,,,,,,,,3.065057191622697,3.46095253281824,0.0923,MBA,2637.2968208363036,0.0,35550.0,24.04,2.2,10.374824,0.129164095951485,2457000.5,20141209.0,57000.0,J2000,,,1917-02-26,867 Kovacia (1917 BS),5.976067957492328,a0000867,2014-06-27,106.86129115018,1.69294,658.8414598,0.1836733724059689,,,1369.0,Kovacia,N,46.84495576681288,JPL 10,867.0,1960.001034903963,5.36619037619155,N,,0.0,Otto Matic,0.0,1917 BS,2.669161850427153,0.51603,8.6772,-1.3330486383626324e+16,0.0,1.8719e-08,2.1136e-08,3.7454e-08,5.6713e-06,2.3271e-05,1.6826e-09,4.5303e-05,1.7955e-05,1.1419e-07,0.00012479,5.0932e-05,?,,,2000867.0,3.212,2456418.6993298735,20130506.1993299,,69.88318667764814
867,,,,0.711,,,,10.22,,,,,,,,0.362,2.702106105129602,3.106037660456485,0.0524,MBA,2648.8123323789305,0.0,34514.0,52.47,1.5,9.689417,0.1494876735447477,2457000.5,20141209.0,57000.0,J2000,,,1919-12-11,868 Lova (1917 BU),5.83827178235742,a0000868,2014-06-09,140.278841418536,1.31501,511.7624417,0.2218965121234927,,,1517.0,Lova,N,115.7973057967054,JPL 27,868.0,1622.377911914398,4.44182864316057,N,,1.1248521683622232e+17,Otto Matic,8997756443247069.0,1917 BU,2.298174549802718,0.55382,41.3,-9.385998516709621e+16,132.46061661894655,1.2513e-08,1.4383e-08,3.7259e-08,4.8824e-06,1.6231e-05,1.5413e-09,4.1649e-05,1.1269e-05,1.0023e-07,7.218e-05,4.4617e-05,Ch,Ch,C,2000868.0,3.343,2456368.31862826,20130316.8186283,,287.2159660480818
868,,,,,,,,11.8,,,,,,,,,2.689812972048275,3.280228546753547,0.0565,MBA,2652.8013132014003,0.0,30870.0,18.52,0.8,9.435583,0.2195006050014231,2457000.5,20141209.0,57000.0,J2000,,,1930-02-28,869 Mellena (1917 BV),7.837155837770878,a0000869,2014-09-05,3.209121442971774,1.10161,428.7135637,0.2234194345545056,,,1309.0,Mellena,N,154.923777110272,JPL 12,869.0,1611.319090113327,4.41155123918775,N,,0.0,Otto Matic,0.0,1917 BV,2.099397397343002,0.49595,6.5155,-6094885519535776.0,0.0,1.4052e-08,1.7136e-08,4.4199e-08,6.2406e-06,1.4305e-05,1.7508e-09,3.9203e-05,1.2627e-05,1.225e-07,6.3999e-05,4.175e-05,?,,,2000869.0,3.324,2456986.1363371015,20141124.6363371,,107.2871225832929
869,,,,,,,,11.7,,,,,,,,,2.323060750952086,2.937591003804421,,MBA,2694.943391846723,0.0,35600.0,,,8.305115,0.2645347318620378,2457000.5,20141209.0,57000.0,J2000,15.684813222680875,,1917-05-12,870 Manto (1917 BX),6.195984775424182,a0000870,2014-10-30,147.1597482030941,0.696971,271.24020407,0.2783640989753959,,,1390.0,Manto,N,120.8474796937824,JPL 13,870.0,1293.270221717132,3.54078089450276,N,,6.844094232026178e-40,Otto Matic,6.498381706439941e-41,1917 BX,1.708530498099752,0.50634,122.3,-5016721072075188.0,1.3688188464052356e-51,6.9325e-09,8.7664e-09,4.0466e-08,4.5906e-06,1.1402e-05,1.2461e-09,5.4078e-05,5.7891e-06,9.2769e-08,4.0072e-05,5.4788e-05,S,S,,2000870.0,3.521,2456471.84077726,20130628.3407773,,196.63005712
870,,,,,,,,12.5,,,,,,,,,2.221765246279265,2.48877851970241,,MBA,2678.4252215696074,0.0,39252.0,,,8.714162,0.1201806868976392,2457000.5,20141209.0,57000.0,J2000,10.851239560529478,,1907-05-09,871 Amneris (1917 BY),4.250628282184267,a0000871,2014-10-26,161.5521038826949,0.952135,370.54237795,0.2976163733868454,,,1530.0,Amneris,N,158.0281520159162,JPL 11,871.0,1209.610868861935,3.31173406943719,N,,0.0,Otto Matic,0.0,1917 BY,1.95475197285612,0.51309,,-1225972306097122.5,0.0,6.5844e-09,7.3757e-09,5.0861e-08,4.9436e-06,1.6934e-05,1.323e-09,6.1508e-05,5.3772e-06,1.1266e-07,5.6743e-05,6.3984e-05,?,,,2000871.0,3.636,2456457.680053489,20130614.1800535,,66.5230203626863
871,,,,0.726,,,,9.91,,,,,,,,0.275,2.730810665534632,2.950053896223921,0.2127,MBA,2644.3189184184544,0.0,41636.0,30.04,2.5,10.172094,0.080285035303378,2457000.5,20141209.0,57000.0,J2000,,,1900-09-26,872 Holda (1917 BZ),7.369113417467936,a0000872,2014-09-24,236.5819090287343,1.50856,587.0862952,0.2184070678053062,,,1556.0,Holda,N,194.7937347985279,JPL 11,872.0,1648.298306540672,4.51279481599089,N,,3556169182489288.0,Otto Matic,270502399515050.38,1917 BZ,2.511567434845343,0.57378,5.945,5.08847408807399e+16,132.23594592092272,1.2507e-08,1.3511e-08,3.8648e-08,4.9562e-06,2.9584e-05,1.5004e-09,3.4455e-05,1.1323e-05,1.0383e-07,0.00013672,4.4614e-05,X,X,M,2000872.0,3.338,2457565.582862068,20160626.0828621,,18.18463807688455
872,,,,0.684,,,,11.49,,,,,,,,0.319,2.627103614596736,3.016478177166566,0.0531,MBA,2652.121633583371,0.0,35434.0,29.04,1.9,9.526415,0.1482143910907753,2457000.5,20141209.0,57000.0,J2000,,,1917-05-21,873 Mechthild (1917 CA),5.274026036125047,a0000873,2014-05-26,305.2819623990509,1.23064,478.9281688,0.2314665672658846,,,1521.0,Mechthild,N,150.0464303206613,JPL 11,873.0,1555.300207076859,4.2581798961721,N,,0.0,Otto Matic,0.0,1917 CA,2.237729052026905,0.52879,10.6,-2.3498083444889524e+16,0.0,1.3198e-08,1.5154e-08,3.7108e-08,5.868e-06,2.4002e-05,1.7443e-09,4.8987e-05,1.172e-05,9.7093e-08,0.00010458,5.3805e-05,?,,PC,2000873.0,3.38,2457236.8971533654,20150802.3971534,,110.1000652693616
